epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.7406,0.62972,1.01568,1.10939,0.82678,0.81745,0.89665,0.64821,0.63333,0.92072,1.12695,0.0700685,0.00332572,0.00332572
2,105.493,0.5728,0.66917,1.08839,0.96398,0.96709,0.99132,0.8283,0.41567,0.47646,0.97406,0.0400026,0.00659313,0.00659313
3,153.984,0.54571,0.60243,1.0733,0.84921,0.76086,0.86235,0.67287,0.54108,0.96317,1.06777,0.00987064,0.00979454,0.00979454
4,202.228,0.53476,0.57223,1.06495,0.97021,0.9608,0.98653,0.83178,0.4138,0.45056,0.97257,0.009703,0.009703,0.009703
5,250.602,0.47968,0.50335,1.03125,0.99104,0.98986,0.99419,0.8736,0.35085,0.35049,0.92831,0.009604,0.009604,0.009604
6,298.535,0.45721,0.47152,1.01779,0.98155,0.98283,0.99344,0.84417,0.41518,0.36685,0.96375,0.009505,0.009505,0.009505
7,346.122,0.44318,0.46084,1.01156,0.99512,0.98908,0.9928,0.87534,0.33619,0.32647,0.91837,0.009406,0.009406,0.009406
8,397.188,0.43691,0.43805,1.0054,0.9889,0.98701,0.99433,0.87736,0.34714,0.33623,0.92781,0.009307,0.009307,0.009307
9,446.468,0.41924,0.42407,0.99778,0.98204,0.98164,0.99374,0.87157,0.33959,0.32396,0.91741,0.009208,0.009208,0.009208
10,496.302,0.41347,0.40886,0.99478,0.997,0.99679,0.99485,0.90199,0.3081,0.2941,0.90677,0.009109,0.009109,0.009109
11,545.375,0.4111,0.40881,0.99314,0.99403,0.99066,0.99371,0.88137,0.33533,0.30638,0.91725,0.00901,0.00901,0.00901
12,594.984,0.39767,0.39302,0.98504,0.98929,0.99296,0.99365,0.90224,0.29662,0.28484,0.90101,0.008911,0.008911,0.008911
13,643.287,0.39822,0.38972,0.98533,0.99477,0.99717,0.99488,0.91641,0.27934,0.26705,0.89468,0.008812,0.008812,0.008812
14,691.539,0.3868,0.38222,0.97992,0.98997,0.987,0.99424,0.89685,0.31134,0.30778,0.90892,0.008713,0.008713,0.008713
15,739.526,0.39169,0.3865,0.98221,0.99085,0.99233,0.99442,0.89372,0.31049,0.29025,0.90386,0.008614,0.008614,0.008614
16,787.105,0.3904,0.3724,0.98041,0.99877,0.99668,0.9949,0.91731,0.28078,0.26217,0.89473,0.008515,0.008515,0.008515
17,835.82,0.37782,0.36549,0.9737,0.99235,0.99254,0.99443,0.86683,0.34179,0.3024,0.91697,0.008416,0.008416,0.008416
18,886.151,0.37221,0.36265,0.97264,0.99722,0.9958,0.99492,0.9148,0.28078,0.25684,0.89326,0.008317,0.008317,0.008317
19,935.108,0.3718,0.35986,0.97313,0.9989,0.99723,0.99499,0.92907,0.25256,0.23943,0.88153,0.008218,0.008218,0.008218
20,983.088,0.36212,0.35168,0.96831,0.99748,0.99756,0.99489,0.91568,0.27678,0.24652,0.89167,0.008119,0.008119,0.008119
21,1031.18,0.36227,0.34652,0.96749,0.99853,0.99719,0.99499,0.92212,0.27016,0.23841,0.88662,0.00802,0.00802,0.00802
22,1079.26,0.35506,0.34317,0.96396,0.99905,0.99725,0.99498,0.92725,0.25673,0.23245,0.88094,0.007921,0.007921,0.007921
23,1127.23,0.35624,0.34249,0.96351,0.99831,0.99769,0.99496,0.92319,0.25965,0.2333,0.88301,0.007822,0.007822,0.007822
24,1175.44,0.35184,0.33781,0.96229,0.99756,0.99636,0.99485,0.91668,0.26796,0.24026,0.88576,0.007723,0.007723,0.007723
25,1223.56,0.34999,0.33339,0.96119,0.99872,0.99683,0.99495,0.93277,0.24718,0.22868,0.88081,0.007624,0.007624,0.007624
