epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.303,1.35866,1.34992,1.95548,0.87389,0.89919,0.92421,0.68072,0.84056,0.68682,1.53172,0.0670753,0.000332572,0.000332572
2,95.7683,1.15242,0.77526,1.80336,0.96457,0.96663,0.98577,0.76132,0.79134,0.5544,1.5044,0.0340731,0.000663708,0.000663708
3,139.952,1.08475,0.69586,1.76701,0.948,0.96066,0.98634,0.80862,0.654,0.53432,1.4422,0.00106875,0.000992644,0.000992644
4,183.67,0.98048,0.63677,1.71598,0.9878,0.98678,0.99134,0.84213,0.59211,0.41011,1.40291,0.0009901,0.0009901,0.0009901
5,227.329,0.85469,0.56427,1.63623,0.98471,0.98715,0.99231,0.83622,0.60169,0.41509,1.40675,0.0009868,0.0009868,0.0009868
6,270.673,0.80595,0.52945,1.6126,0.98883,0.99016,0.99326,0.83786,0.60068,0.40208,1.40295,0.0009835,0.0009835,0.0009835
7,314.097,0.76232,0.50311,1.58776,0.98233,0.97919,0.99248,0.8517,0.56339,0.38017,1.38661,0.0009802,0.0009802,0.0009802
8,357.765,0.74384,0.48332,1.57964,0.9668,0.96966,0.99025,0.84634,0.57128,0.38952,1.3964,0.0009769,0.0009769,0.0009769
9,401.146,0.73218,0.47109,1.57219,0.97966,0.9871,0.99298,0.86669,0.54136,0.35555,1.38648,0.0009736,0.0009736,0.0009736
10,444.817,0.69358,0.45402,1.55294,0.99164,0.99519,0.99299,0.87374,0.52513,0.33526,1.37196,0.0009703,0.0009703,0.0009703
11,488.194,0.70685,0.44711,1.55954,0.99462,0.99546,0.9948,0.85923,0.57844,0.32783,1.39191,0.000967,0.000967,0.000967
12,531.638,0.67166,0.43277,1.5414,0.9968,0.99543,0.9949,0.88928,0.48481,0.31098,1.36326,0.0009637,0.0009637,0.0009637
13,575.737,0.66851,0.42981,1.54087,0.99499,0.99559,0.99487,0.89608,0.46681,0.30395,1.35908,0.0009604,0.0009604,0.0009604
14,619.269,0.6636,0.42536,1.54104,0.99526,0.993,0.99469,0.88048,0.51486,0.31098,1.37573,0.0009571,0.0009571,0.0009571
15,662.712,0.63862,0.41721,1.52641,0.99708,0.99724,0.99495,0.88935,0.49551,0.29352,1.36294,0.0009538,0.0009538,0.0009538
16,706.005,0.64154,0.41264,1.52771,0.99602,0.99369,0.99479,0.9004,0.45983,0.2941,1.35489,0.0009505,0.0009505,0.0009505
17,749.396,0.62976,0.40042,1.51678,0.99604,0.99594,0.99488,0.89141,0.48638,0.29616,1.36273,0.0009472,0.0009472,0.0009472
18,792.604,0.62244,0.40008,1.5177,0.99655,0.99564,0.99483,0.89438,0.4755,0.29468,1.36351,0.0009439,0.0009439,0.0009439
19,835.706,0.61822,0.39676,1.51639,0.99687,0.99448,0.99492,0.90535,0.44201,0.27558,1.34728,0.0009406,0.0009406,0.0009406
20,878.967,0.60836,0.38803,1.50786,0.99785,0.99636,0.99494,0.90669,0.43763,0.27623,1.34562,0.0009373,0.0009373,0.0009373
21,922.697,0.60606,0.38646,1.51185,0.99841,0.99719,0.99494,0.90526,0.4475,0.27405,1.34652,0.000934,0.000934,0.000934
22,966.053,0.59644,0.38535,1.50587,0.99872,0.99726,0.99497,0.90127,0.45227,0.27175,1.35066,0.0009307,0.0009307,0.0009307
23,1009.22,0.58914,0.37934,1.50212,0.99878,0.99719,0.99499,0.91716,0.42462,0.26823,1.34452,0.0009274,0.0009274,0.0009274
24,1052.7,0.58704,0.37518,1.49616,0.99862,0.99747,0.99492,0.91017,0.43672,0.2621,1.34343,0.0009241,0.0009241,0.0009241
25,1096.03,0.57526,0.36869,1.49597,0.9979,0.99732,0.99496,0.91142,0.4269,0.26327,1.34359,0.0009208,0.0009208,0.0009208
26,1139.21,0.58992,0.37076,1.50019,0.99856,0.99864,0.995,0.89868,0.47017,0.26311,1.34641,0.0009175,0.0009175,0.0009175
27,1182.32,0.56942,0.36323,1.49084,0.99703,0.99695,0.99497,0.91706,0.41536,0.25388,1.33618,0.0009142,0.0009142,0.0009142
28,1225.66,0.56414,0.36168,1.48812,0.99803,0.99773,0.99498,0.91257,0.43519,0.2494,1.33824,0.0009109,0.0009109,0.0009109
29,1268.96,0.5657,0.35976,1.49016,0.99619,0.99666,0.99499,0.91786,0.40699,0.2509,1.33112,0.0009076,0.0009076,0.0009076
30,1312.4,0.55842,0.35785,1.48693,0.99873,0.99751,0.99498,0.92181,0.40835,0.24155,1.33385,0.0009043,0.0009043,0.0009043
31,1355.7,0.56186,0.35154,1.48461,0.99819,0.99809,0.995,0.91706,0.41131,0.24639,1.33678,0.000901,0.000901,0.000901
32,1399.03,0.54813,0.35202,1.4816,0.99894,0.99895,0.99499,0.92446,0.39457,0.24253,1.32883,0.0008977,0.0008977,0.0008977
33,1442.34,0.5522,0.34953,1.48293,0.99867,0.99908,0.99499,0.92343,0.40003,0.23712,1.33001,0.0008944,0.0008944,0.0008944
34,1485.74,0.54608,0.34816,1.48139,0.99815,0.9983,0.99499,0.9254,0.39058,0.23917,1.32737,0.0008911,0.0008911,0.0008911
35,1529.05,0.54795,0.34779,1.48128,0.99873,0.99845,0.995,0.92447,0.39342,0.23752,1.3299,0.0008878,0.0008878,0.0008878
36,1572.67,0.54192,0.34381,1.47664,0.99893,0.99885,0.99499,0.92472,0.39735,0.24204,1.33444,0.0008845,0.0008845,0.0008845
37,1616.79,0.54116,0.34219,1.47684,0.99858,0.99856,0.99499,0.92343,0.40936,0.24288,1.33943,0.0008812,0.0008812,0.0008812
38,1661.14,0.53916,0.34134,1.47619,0.99825,0.9987,0.995,0.91551,0.42266,0.24307,1.34193,0.0008779,0.0008779,0.0008779
39,1704.74,0.53349,0.33755,1.47184,0.99803,0.99806,0.99496,0.92321,0.39433,0.23104,1.32254,0.0008746,0.0008746,0.0008746
40,1748.53,0.53135,0.33771,1.47259,0.99866,0.99839,0.995,0.9284,0.38826,0.23149,1.32425,0.0008713,0.0008713,0.0008713
41,1792.9,0.53523,0.33924,1.4746,0.99919,0.99817,0.99499,0.9315,0.38288,0.22502,1.32296,0.000868,0.000868,0.000868
42,1836.03,0.52672,0.33177,1.46874,0.99918,0.99868,0.995,0.93152,0.37343,0.2237,1.31971,0.0008647,0.0008647,0.0008647
43,1878.98,0.52758,0.33279,1.46873,0.99885,0.99884,0.99499,0.93071,0.37618,0.22495,1.32257,0.0008614,0.0008614,0.0008614
44,1922.63,0.52506,0.32865,1.46467,0.99893,0.9983,0.995,0.92715,0.38466,0.22978,1.32595,0.0008581,0.0008581,0.0008581
45,1966.52,0.51844,0.32961,1.4667,0.99889,0.99835,0.995,0.93188,0.37304,0.22104,1.32187,0.0008548,0.0008548,0.0008548
46,2009.41,0.52004,0.32756,1.467,0.99916,0.99814,0.99499,0.93378,0.37376,0.22064,1.31886,0.0008515,0.0008515,0.0008515
47,2053.38,0.52064,0.32383,1.46329,0.99889,0.99836,0.995,0.92998,0.37231,0.22223,1.31929,0.0008482,0.0008482,0.0008482
48,2096.36,0.51164,0.3222,1.4614,0.99903,0.99892,0.995,0.93216,0.37124,0.22202,1.32137,0.0008449,0.0008449,0.0008449
49,2140.94,0.5103,0.32637,1.46193,0.99885,0.99937,0.995,0.93582,0.3612,0.21692,1.32004,0.0008416,0.0008416,0.0008416
50,2184.5,0.50571,0.32389,1.462,0.99896,0.9989,0.995,0.93532,0.35843,0.21451,1.3176,0.0008383,0.0008383,0.0008383
51,2227.37,0.50664,0.32012,1.45815,0.99897,0.99862,0.995,0.93844,0.35464,0.20897,1.31416,0.000835,0.000835,0.000835
52,2270.21,0.50609,0.32064,1.45779,0.99876,0.999,0.995,0.93853,0.35139,0.20972,1.31299,0.0008317,0.0008317,0.0008317
53,2313.82,0.50783,0.31901,1.4566,0.99924,0.99855,0.995,0.93535,0.36481,0.21369,1.3165,0.0008284,0.0008284,0.0008284
54,2356.59,0.50253,0.31459,1.45491,0.99921,0.99897,0.995,0.9346,0.36871,0.21146,1.31752,0.0008251,0.0008251,0.0008251
55,2399.9,0.49533,0.31605,1.45541,0.99912,0.99908,0.995,0.93786,0.36318,0.21204,1.31754,0.0008218,0.0008218,0.0008218
56,2445.73,0.49707,0.31352,1.45353,0.99944,0.99844,0.995,0.93745,0.35702,0.20876,1.31458,0.0008185,0.0008185,0.0008185
57,2488.91,0.49203,0.31277,1.45136,0.99907,0.99905,0.995,0.94062,0.34576,0.20616,1.30872,0.0008152,0.0008152,0.0008152
58,2532.57,0.49074,0.3102,1.45266,0.99907,0.99881,0.995,0.93895,0.34691,0.20571,1.31429,0.0008119,0.0008119,0.0008119
59,2575.81,0.48684,0.30813,1.45038,0.99913,0.99862,0.995,0.93728,0.35236,0.20875,1.31572,0.0008086,0.0008086,0.0008086
60,2618.61,0.4925,0.31024,1.45389,0.99922,0.99889,0.995,0.94026,0.34327,0.20571,1.31179,0.0008053,0.0008053,0.0008053
61,2662.71,0.48951,0.30943,1.45015,0.99935,0.9988,0.995,0.94039,0.34445,0.20475,1.3134,0.000802,0.000802,0.000802
62,2707.22,0.48658,0.30948,1.45073,0.99948,0.99892,0.995,0.93812,0.36127,0.20374,1.31508,0.0007987,0.0007987,0.0007987
63,2751.81,0.48375,0.30699,1.4481,0.99862,0.99927,0.995,0.94064,0.34729,0.20411,1.31182,0.0007954,0.0007954,0.0007954
64,2797.22,0.48411,0.30599,1.44691,0.99894,0.99924,0.995,0.94096,0.33861,0.20234,1.30938,0.0007921,0.0007921,0.0007921
