epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,51.2066,0.62923,1.01599,0.94034,0.94165,0.91835,0.97518,0.77163,0.49564,0.88641,0.87593,0.0700685,0.00332572,0.00332572
2,97.6099,0.57416,0.67386,0.92215,0.97263,0.95863,0.98834,0.8249,0.43083,0.48586,0.83618,0.0400026,0.00659313,0.00659313
3,142.438,0.54291,0.60708,0.9068,0.92559,0.91255,0.95529,0.7756,0.44379,0.67233,0.84154,0.00987064,0.00979454,0.00979454
4,186.813,0.5055,0.54092,0.8896,0.98591,0.97684,0.98922,0.81395,0.4197,0.4125,0.81453,0.009703,0.009703,0.009703
5,231.144,0.48495,0.50356,0.87668,0.98025,0.97901,0.99122,0.86351,0.3791,0.3759,0.80652,0.009604,0.009604,0.009604
6,275.41,0.45266,0.46361,0.86149,0.99204,0.99146,0.99435,0.8531,0.38758,0.34744,0.79994,0.009505,0.009505,0.009505
7,319.445,0.45018,0.46025,0.86066,0.99203,0.99172,0.99443,0.88504,0.3403,0.32701,0.78225,0.009406,0.009406,0.009406
8,363.5,0.44113,0.4431,0.8548,0.99056,0.98851,0.99376,0.87266,0.34861,0.33103,0.78537,0.009307,0.009307,0.009307
9,407.517,0.42545,0.4255,0.84859,0.98199,0.98146,0.99149,0.87132,0.34139,0.32823,0.78252,0.009208,0.009208,0.009208
10,451.461,0.41911,0.41415,0.84567,0.99453,0.99301,0.99449,0.8978,0.32054,0.29423,0.77311,0.009109,0.009109,0.009109
11,495.47,0.41203,0.40522,0.84236,0.99782,0.9946,0.9948,0.90117,0.30257,0.30692,0.76747,0.00901,0.00901,0.00901
12,539.487,0.40634,0.40202,0.83901,0.99673,0.9952,0.99491,0.90371,0.30401,0.29312,0.76891,0.008911,0.008911,0.008911
13,583.493,0.39799,0.39298,0.83485,0.9959,0.99676,0.99495,0.90428,0.3102,0.28667,0.76967,0.008812,0.008812,0.008812
14,627.536,0.39296,0.38468,0.83429,0.98782,0.99009,0.99427,0.89372,0.31504,0.29428,0.76907,0.008713,0.008713,0.008713
15,671.441,0.38544,0.37601,0.83023,0.99615,0.99463,0.99484,0.89928,0.31254,0.2791,0.7699,0.008614,0.008614,0.008614
16,715.329,0.39514,0.38345,0.8336,0.99657,0.9957,0.9949,0.87639,0.35471,0.29419,0.7767,0.008515,0.008515,0.008515
17,759.446,0.37279,0.35997,0.82359,0.97502,0.98037,0.99232,0.85729,0.36712,0.38852,0.78974,0.008416,0.008416,0.008416
18,803.291,0.37423,0.36431,0.82539,0.99836,0.99644,0.99472,0.91376,0.27913,0.25831,0.75804,0.008317,0.008317,0.008317
