epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,49.1616,0.62583,1.02781,1.6685,0.66417,0.63714,0.63703,0.38087,0.83871,2.09957,2.04772,0.0700685,0.00332572,0.00332572
2,94.9705,0.56764,0.66682,1.63318,0.87084,0.80335,0.86908,0.67231,0.55692,0.97393,1.63026,0.0400026,0.00659313,0.00659313
3,139.522,0.54899,0.60674,1.62098,0.97272,0.98031,0.99184,0.8447,0.3904,0.43898,1.4511,0.00987064,0.00979454,0.00979454
4,183.654,0.50618,0.54534,1.58725,0.98872,0.98274,0.99285,0.85793,0.37243,0.38332,1.42668,0.009703,0.009703,0.009703
5,227.338,0.47729,0.50832,1.55175,0.96046,0.96881,0.99096,0.83359,0.40172,0.43088,1.44532,0.009604,0.009604,0.009604
6,270.859,0.46712,0.47753,1.54466,0.988,0.98929,0.99298,0.83087,0.42969,0.37554,1.4636,0.009505,0.009505,0.009505
7,314.262,0.45495,0.46544,1.53481,0.99622,0.99192,0.9944,0.86942,0.3531,0.32907,1.40498,0.009406,0.009406,0.009406
8,357.683,0.44508,0.45323,1.52658,0.99569,0.99593,0.99479,0.89363,0.3127,0.31824,1.37834,0.009307,0.009307,0.009307
9,401.031,0.41835,0.4263,1.5071,0.99583,0.99687,0.99497,0.89283,0.3104,0.2902,1.37297,0.009208,0.009208,0.009208
10,444.309,0.413,0.41468,1.50002,0.99731,0.99482,0.99492,0.91068,0.2957,0.27484,1.36272,0.009109,0.009109,0.009109
11,487.616,0.41118,0.41105,1.50038,0.99691,0.99498,0.99477,0.90903,0.29174,0.27268,1.36086,0.00901,0.00901,0.00901
12,530.939,0.40877,0.39934,1.49466,0.99206,0.99326,0.99469,0.88122,0.33101,0.29857,1.38916,0.008911,0.008911,0.008911
13,574.346,0.39352,0.38484,1.48519,0.99524,0.9968,0.99478,0.90824,0.28618,0.26258,1.35082,0.008812,0.008812,0.008812
14,617.712,0.38939,0.38615,1.48417,0.99402,0.98966,0.99444,0.89604,0.30212,0.28572,1.36208,0.008713,0.008713,0.008713
15,661.05,0.38312,0.37981,1.47809,0.99478,0.98856,0.99448,0.90108,0.29945,0.28397,1.36178,0.008614,0.008614,0.008614
16,704.581,0.38041,0.36773,1.47578,0.99889,0.9967,0.99498,0.91279,0.2853,0.26189,1.35079,0.008515,0.008515,0.008515
17,748.205,0.37882,0.36812,1.4713,0.99749,0.99513,0.99481,0.91511,0.27807,0.2587,1.35105,0.008416,0.008416,0.008416
18,791.666,0.37402,0.36326,1.46887,0.99622,0.99523,0.99456,0.89469,0.31214,0.27115,1.36709,0.008317,0.008317,0.008317
19,834.927,0.37003,0.35967,1.46956,0.99643,0.99673,0.99495,0.91525,0.27366,0.24624,1.34651,0.008218,0.008218,0.008218
20,878.375,0.36006,0.35537,1.46174,0.99508,0.99583,0.9947,0.92509,0.25597,0.24353,1.33342,0.008119,0.008119,0.008119
21,921.787,0.36729,0.35372,1.46694,0.99799,0.99632,0.99492,0.9125,0.27729,0.25001,1.34574,0.00802,0.00802,0.00802
22,965.247,0.35359,0.34406,1.45656,0.99877,0.99729,0.995,0.92755,0.25775,0.23686,1.33481,0.007921,0.007921,0.007921
23,1008.78,0.35131,0.33887,1.45189,0.99859,0.99769,0.99497,0.92663,0.26328,0.23555,1.33664,0.007822,0.007822,0.007822
24,1052.31,0.35031,0.33787,1.45458,0.99871,0.99757,0.99488,0.92304,0.26231,0.2363,1.3393,0.007723,0.007723,0.007723
25,1095.7,0.34764,0.33392,1.45142,0.99634,0.9963,0.99467,0.92614,0.2517,0.22463,1.33102,0.007624,0.007624,0.007624
26,1139.17,0.34511,0.32931,1.44818,0.99868,0.99751,0.99499,0.91969,0.26335,0.22404,1.33419,0.007525,0.007525,0.007525
27,1182.61,0.34295,0.32806,1.44681,0.99825,0.99763,0.99497,0.92673,0.25189,0.22192,1.33014,0.007426,0.007426,0.007426
28,1226.12,0.34678,0.32878,1.45026,0.99884,0.99835,0.995,0.927,0.25444,0.22584,1.33245,0.007327,0.007327,0.007327
29,1269.56,0.33366,0.31999,1.44215,0.99818,0.99617,0.99495,0.9275,0.24884,0.21996,1.32926,0.007228,0.007228,0.007228
30,1313.04,0.3331,0.319,1.44383,0.9986,0.99891,0.995,0.93696,0.23195,0.21017,1.31683,0.007129,0.007129,0.007129
31,1356.57,0.32859,0.3143,1.43757,0.99805,0.9987,0.995,0.93414,0.23793,0.21243,1.32236,0.00703,0.00703,0.00703
32,1400.06,0.33009,0.31355,1.4414,0.99909,0.99854,0.995,0.93015,0.24798,0.21322,1.32673,0.006931,0.006931,0.006931
33,1443.46,0.32349,0.30752,1.43365,0.99885,0.99869,0.995,0.94029,0.22608,0.20282,1.31499,0.006832,0.006832,0.006832
34,1487.04,0.32248,0.3075,1.43575,0.99792,0.99716,0.99498,0.91509,0.26906,0.22526,1.33548,0.006733,0.006733,0.006733
35,1530.48,0.32316,0.30603,1.43235,0.99855,0.99836,0.99499,0.93886,0.22789,0.20437,1.31672,0.006634,0.006634,0.006634
36,1573.92,0.31928,0.30198,1.43007,0.99872,0.99912,0.995,0.93764,0.23305,0.202,1.31907,0.006535,0.006535,0.006535
37,1617.4,0.317,0.30139,1.43109,0.99878,0.99839,0.995,0.92554,0.25664,0.21525,1.3305,0.006436,0.006436,0.006436
38,1660.9,0.31608,0.30075,1.42781,0.99907,0.99867,0.995,0.93044,0.24345,0.2054,1.32211,0.006337,0.006337,0.006337
39,1704.41,0.31316,0.29543,1.42718,0.9985,0.99816,0.995,0.92564,0.25178,0.20859,1.32609,0.006238,0.006238,0.006238
40,1747.92,0.31129,0.29408,1.42311,0.99932,0.99894,0.995,0.94019,0.22468,0.19706,1.31256,0.006139,0.006139,0.006139
41,1791.37,0.30968,0.29389,1.42551,0.99853,0.99866,0.995,0.93663,0.23068,0.19655,1.3173,0.00604,0.00604,0.00604
42,1834.88,0.30742,0.28885,1.42087,0.99913,0.99861,0.995,0.94282,0.22088,0.19306,1.31069,0.005941,0.005941,0.005941
43,1878.54,0.30682,0.28943,1.41936,0.99911,0.99895,0.995,0.94599,0.2166,0.19239,1.31002,0.005842,0.005842,0.005842
44,1922.08,0.30637,0.2897,1.41913,0.99893,0.99841,0.995,0.94403,0.22163,0.19286,1.31252,0.005743,0.005743,0.005743
45,1965.57,0.30165,0.28366,1.41718,0.99898,0.99844,0.995,0.93732,0.2283,0.19314,1.31596,0.005644,0.005644,0.005644
46,2009.06,0.30073,0.28422,1.41748,0.99926,0.99867,0.995,0.9386,0.22437,0.19,1.3124,0.005545,0.005545,0.005545
47,2052.47,0.29892,0.27943,1.41585,0.99894,0.9985,0.995,0.9405,0.2236,0.18782,1.31196,0.005446,0.005446,0.005446
48,2096.01,0.2986,0.2801,1.41551,0.99851,0.99826,0.995,0.93482,0.23264,0.19568,1.31589,0.005347,0.005347,0.005347
49,2139.48,0.29511,0.27572,1.41324,0.99904,0.99894,0.995,0.9351,0.23441,0.19462,1.31709,0.005248,0.005248,0.005248
50,2182.99,0.29532,0.27744,1.41284,0.99925,0.99869,0.995,0.93648,0.23541,0.19294,1.31806,0.005149,0.005149,0.005149
51,2226.48,0.29403,0.27557,1.4133,0.99873,0.99901,0.995,0.94651,0.21271,0.1823,1.30609,0.00505,0.00505,0.00505
52,2270.11,0.29355,0.27383,1.41164,0.99923,0.99843,0.995,0.93995,0.22349,0.18834,1.31086,0.004951,0.004951,0.004951
53,2313.52,0.29102,0.27339,1.41081,0.99927,0.99855,0.995,0.94507,0.21516,0.18442,1.30687,0.004852,0.004852,0.004852
54,2357.07,0.29019,0.27041,1.40867,0.99931,0.99878,0.995,0.94129,0.21933,0.18381,1.3086,0.004753,0.004753,0.004753
55,2400.49,0.28658,0.26663,1.40813,0.99943,0.99912,0.995,0.94181,0.2192,0.18136,1.30803,0.004654,0.004654,0.004654
56,2443.96,0.28553,0.267,1.40833,0.99936,0.99925,0.995,0.9402,0.22154,0.18393,1.30973,0.004555,0.004555,0.004555
57,2487.38,0.2836,0.26581,1.40517,0.99948,0.99881,0.995,0.94735,0.20589,0.17587,1.30268,0.004456,0.004456,0.004456
58,2530.95,0.28304,0.26352,1.40514,0.99915,0.99881,0.995,0.94391,0.21361,0.17789,1.30522,0.004357,0.004357,0.004357
59,2574.36,0.28338,0.26456,1.40681,0.99922,0.9993,0.995,0.94534,0.21096,0.17688,1.30518,0.004258,0.004258,0.004258
60,2618.14,0.28073,0.26283,1.4053,0.99946,0.99888,0.995,0.95114,0.20216,0.17378,1.30045,0.004159,0.004159,0.004159
61,2661.64,0.27924,0.25908,1.40257,0.99908,0.99911,0.995,0.94656,0.20955,0.17505,1.30338,0.00406,0.00406,0.00406
62,2705.1,0.27795,0.25872,1.40399,0.99924,0.9993,0.995,0.94191,0.21789,0.17925,1.30729,0.003961,0.003961,0.003961
63,2748.49,0.27696,0.25774,1.39983,0.99937,0.99911,0.995,0.94665,0.20692,0.17396,1.30176,0.003862,0.003862,0.003862
64,2791.93,0.27408,0.25492,1.40098,0.99943,0.99927,0.995,0.94646,0.20628,0.1722,1.30135,0.003763,0.003763,0.003763
65,2835.44,0.27248,0.25354,1.39838,0.99929,0.99937,0.995,0.94655,0.20917,0.17395,1.30181,0.003664,0.003664,0.003664
66,2879.01,0.27232,0.25257,1.39729,0.99951,0.99892,0.995,0.95056,0.20089,0.17135,1.29957,0.003565,0.003565,0.003565
67,2922.48,0.27061,0.25156,1.39814,0.99939,0.999,0.995,0.94743,0.20805,0.17318,1.3024,0.003466,0.003466,0.003466
68,2966.01,0.27476,0.25364,1.40065,0.99938,0.99912,0.995,0.946,0.20907,0.17407,1.30216,0.003367,0.003367,0.003367
69,3009.54,0.27031,0.24905,1.39567,0.99941,0.99907,0.995,0.94685,0.20588,0.17131,1.3005,0.003268,0.003268,0.003268
70,3053.03,0.26806,0.24852,1.39358,0.99961,0.99882,0.995,0.9481,0.20381,0.16915,1.29916,0.003169,0.003169,0.003169
71,3096.5,0.26802,0.24776,1.39804,0.99948,0.99916,0.995,0.94783,0.20593,0.16959,1.30008,0.00307,0.00307,0.00307
72,3139.96,0.26594,0.24769,1.39557,0.99939,0.9992,0.995,0.94461,0.20914,0.17111,1.30136,0.002971,0.002971,0.002971
73,3183.48,0.26647,0.24625,1.39551,0.99958,0.99928,0.995,0.94544,0.20951,0.17065,1.30166,0.002872,0.002872,0.002872
74,3226.91,0.26304,0.24317,1.39396,0.99927,0.99936,0.995,0.94845,0.20324,0.16864,1.29954,0.002773,0.002773,0.002773
75,3270.38,0.26104,0.2406,1.39304,0.99921,0.99948,0.995,0.94654,0.20546,0.16802,1.29965,0.002674,0.002674,0.002674
76,3313.84,0.25976,0.23891,1.38815,0.99951,0.9992,0.995,0.94767,0.20399,0.16709,1.29901,0.002575,0.002575,0.002575
