epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,1340.87,0.40552,0.32484,0.89712,0.99808,0.998,0.99496,0.92016,0.31753,0.23099,0.83065,0.007327,0.007327,0.007327
29,1388.22,0.40319,0.32311,0.89676,0.99858,0.99759,0.99499,0.93606,0.28799,0.21862,0.82145,0.007228,0.007228,0.007228
30,1435.61,0.399,0.31776,0.8964,0.99915,0.99815,0.995,0.93481,0.28528,0.21417,0.82094,0.007129,0.007129,0.007129
31,1483.15,0.38992,0.31139,0.89126,0.99898,0.99811,0.995,0.94241,0.27592,0.21094,0.81911,0.00703,0.00703,0.00703
32,1530.54,0.38946,0.31095,0.89391,0.99865,0.99773,0.995,0.93407,0.28786,0.21299,0.82271,0.006931,0.006931,0.006931
33,1577.83,0.39261,0.30911,0.89234,0.99887,0.99749,0.99499,0.941,0.26795,0.204,0.81744,0.006832,0.006832,0.006832
34,1625.22,0.38474,0.30795,0.8907,0.99843,0.99715,0.99498,0.91666,0.3244,0.23463,0.83188,0.006733,0.006733,0.006733
35,1672.45,0.38192,0.30303,0.88799,0.99911,0.99823,0.995,0.94188,0.26987,0.20696,0.81684,0.006634,0.006634,0.006634
36,1719.85,0.38048,0.30266,0.88761,0.99893,0.99799,0.995,0.93971,0.27903,0.21357,0.81964,0.006535,0.006535,0.006535
37,1767.14,0.37817,0.3007,0.88681,0.99915,0.99776,0.99499,0.94068,0.27465,0.20357,0.81728,0.006436,0.006436,0.006436
38,1814.27,0.37288,0.29597,0.88518,0.99897,0.99858,0.995,0.93902,0.27906,0.20201,0.81793,0.006337,0.006337,0.006337
39,1861.38,0.37333,0.29625,0.8853,0.99893,0.99828,0.99499,0.94364,0.26645,0.19688,0.81462,0.006238,0.006238,0.006238
40,1908.89,0.37305,0.29667,0.88462,0.99914,0.9984,0.995,0.93906,0.27833,0.20323,0.8182,0.006139,0.006139,0.006139
41,1956.13,0.37,0.29354,0.88449,0.99907,0.99845,0.995,0.93977,0.27108,0.1971,0.8167,0.00604,0.00604,0.00604
42,2003.38,0.36687,0.29201,0.8819,0.99887,0.99861,0.99499,0.93933,0.27568,0.19826,0.81739,0.005941,0.005941,0.005941
43,2050.71,0.36173,0.2866,0.87862,0.9993,0.99845,0.995,0.94186,0.26841,0.19481,0.81506,0.005842,0.005842,0.005842
44,2098.13,0.36347,0.28716,0.88007,0.99932,0.99847,0.995,0.94802,0.25158,0.1904,0.81085,0.005743,0.005743,0.005743
45,2145.65,0.36184,0.28542,0.88075,0.99902,0.99868,0.99499,0.94101,0.27174,0.19312,0.81638,0.005644,0.005644,0.005644
46,2193.05,0.35983,0.28372,0.8787,0.99927,0.99847,0.99499,0.9483,0.24931,0.18737,0.81013,0.005545,0.005545,0.005545
47,2240.67,0.35801,0.28114,0.87856,0.99884,0.99829,0.99498,0.94026,0.26974,0.1939,0.81453,0.005446,0.005446,0.005446
48,2288.01,0.35821,0.28132,0.87836,0.99917,0.99863,0.995,0.94886,0.25182,0.18619,0.81108,0.005347,0.005347,0.005347
49,2335.5,0.35487,0.27901,0.87705,0.99873,0.99901,0.995,0.94155,0.2693,0.18851,0.81444,0.005248,0.005248,0.005248
50,2383.12,0.34924,0.27823,0.8759,0.99927,0.99852,0.995,0.94411,0.2623,0.18705,0.81257,0.005149,0.005149,0.005149
51,2430.64,0.34899,0.27337,0.87691,0.99902,0.99839,0.995,0.94491,0.25503,0.18212,0.81094,0.00505,0.00505,0.00505
52,2478.03,0.34873,0.27454,0.87579,0.99898,0.99939,0.995,0.94707,0.25056,0.18059,0.80941,0.004951,0.004951,0.004951
53,2525.45,0.34786,0.27352,0.87586,0.99909,0.99902,0.99499,0.94515,0.25549,0.18444,0.81087,0.004852,0.004852,0.004852
54,2572.88,0.34686,0.27277,0.87532,0.9992,0.99878,0.995,0.94297,0.26416,0.1863,0.81274,0.004753,0.004753,0.004753
55,2620.18,0.34281,0.26869,0.87485,0.99938,0.99894,0.995,0.94694,0.2533,0.18013,0.80963,0.004654,0.004654,0.004654
56,2667.41,0.34127,0.26703,0.87447,0.99926,0.99923,0.995,0.94474,0.25769,0.18159,0.81122,0.004555,0.004555,0.004555
57,2714.75,0.33727,0.26507,0.872,0.99948,0.99894,0.995,0.94899,0.2442,0.1772,0.80781,0.004456,0.004456,0.004456
58,2762.2,0.3358,0.26425,0.87202,0.99905,0.99882,0.995,0.94692,0.25126,0.18001,0.80932,0.004357,0.004357,0.004357
59,2809.68,0.33549,0.26406,0.87125,0.99936,0.99863,0.995,0.9398,0.27035,0.18611,0.81419,0.004258,0.004258,0.004258
60,2857.15,0.33489,0.26141,0.87169,0.99946,0.99885,0.995,0.94825,0.25066,0.17703,0.80864,0.004159,0.004159,0.004159
61,2904.4,0.33425,0.26057,0.86982,0.99932,0.99898,0.995,0.94969,0.24464,0.17422,0.80781,0.00406,0.00406,0.00406
62,2951.73,0.33087,0.25728,0.87058,0.99917,0.99864,0.995,0.95104,0.24338,0.17312,0.80779,0.003961,0.003961,0.003961
63,2999.09,0.33181,0.2597,0.86943,0.99933,0.99891,0.995,0.94695,0.24805,0.17562,0.80862,0.003862,0.003862,0.003862
64,3046.58,0.33096,0.25729,0.8698,0.99933,0.99921,0.995,0.95108,0.23931,0.17171,0.80623,0.003763,0.003763,0.003763
65,3094.02,0.32495,0.25598,0.8671,0.99937,0.99911,0.995,0.95073,0.24135,0.17465,0.8063,0.003664,0.003664,0.003664
66,3141.67,0.32621,0.25311,0.8669,0.99933,0.99912,0.995,0.95096,0.24106,0.17351,0.80654,0.003565,0.003565,0.003565
67,3189.63,0.32483,0.25301,0.86827,0.99938,0.99889,0.995,0.95016,0.2415,0.17194,0.80671,0.003466,0.003466,0.003466
68,3237.17,0.32544,0.2527,0.86849,0.99913,0.99933,0.995,0.95083,0.24024,0.17045,0.80607,0.003367,0.003367,0.003367
69,3285.02,0.3231,0.25059,0.86585,0.99953,0.99919,0.995,0.94959,0.24423,0.17146,0.80726,0.003268,0.003268,0.003268
70,3332.64,0.3194,0.24888,0.86484,0.99924,0.9992,0.995,0.95044,0.24225,0.16965,0.80663,0.003169,0.003169,0.003169
71,3379.93,0.31889,0.24828,0.86694,0.99938,0.9993,0.995,0.94969,0.24416,0.16963,0.80679,0.00307,0.00307,0.00307
72,3427.42,0.31741,0.24706,0.866,0.99933,0.99921,0.995,0.94947,0.24215,0.16952,0.80614,0.002971,0.002971,0.002971
73,3474.82,0.31648,0.24545,0.86555,0.9993,0.9994,0.995,0.95063,0.24032,0.16739,0.80585,0.002872,0.002872,0.002872
74,3522.34,0.31434,0.24311,0.86481,0.99917,0.99912,0.995,0.95189,0.23774,0.16717,0.8053,0.002773,0.002773,0.002773
75,3569.83,0.31094,0.24152,0.86417,0.99896,0.99906,0.995,0.95086,0.23842,0.16697,0.80506,0.002674,0.002674,0.002674
76,3617.24,0.30986,0.24027,0.86109,0.99925,0.99886,0.995,0.9509,0.23841,0.16718,0.80503,0.002575,0.002575,0.002575
77,3665.19,0.31009,0.24003,0.86024,0.99922,0.99913,0.995,0.94879,0.24444,0.16858,0.80641,0.002476,0.002476,0.002476
78,3712.81,0.30853,0.23853,0.86095,0.99937,0.99874,0.995,0.94916,0.24331,0.16738,0.80621,0.002377,0.002377,0.002377
79,3760.42,0.30641,0.23723,0.85978,0.99926,0.99941,0.995,0.94963,0.24115,0.16772,0.80554,0.002278,0.002278,0.002278
80,3807.61,0.30265,0.23456,0.8593,0.99935,0.99881,0.995,0.94946,0.24056,0.16725,0.80516,0.002179,0.002179,0.002179
81,3854.92,0.30308,0.23353,0.85958,0.99934,0.99917,0.995,0.95059,0.23932,0.16699,0.80513,0.00208,0.00208,0.00208
82,3902.28,0.3043,0.23428,0.86055,0.99941,0.99916,0.995,0.95095,0.23839,0.16631,0.80475,0.001981,0.001981,0.001981
83,3950,0.29972,0.231,0.8585,0.9994,0.99919,0.995,0.95123,0.23627,0.16507,0.80429,0.001882,0.001882,0.001882
84,3997.72,0.29839,0.22962,0.85839,0.99939,0.99909,0.995,0.95179,0.23493,0.16411,0.80383,0.001783,0.001783,0.001783
85,4045.09,0.29784,0.22849,0.85746,0.9994,0.99923,0.995,0.95006,0.23852,0.16476,0.80433,0.001684,0.001684,0.001684
86,4092.75,0.29636,0.22857,0.85744,0.99945,0.99922,0.995,0.95057,0.23689,0.16475,0.80387,0.001585,0.001585,0.001585
87,4140.4,0.29379,0.22631,0.85698,0.9995,0.9992,0.995,0.95037,0.23796,0.16459,0.80409,0.001486,0.001486,0.001486
88,4187.95,0.29328,0.22624,0.85699,0.99949,0.99923,0.995,0.95073,0.2367,0.16457,0.80381,0.001387,0.001387,0.001387
89,4235.54,0.29273,0.22456,0.85587,0.99948,0.99918,0.995,0.95039,0.2374,0.16457,0.80395,0.001288,0.001288,0.001288
90,4283.02,0.29333,0.22454,0.85522,0.99952,0.99911,0.995,0.95022,0.23889,0.16561,0.80424,0.001189,0.001189,0.001189
91,4330.69,0.262,0.19025,0.83484,0.99959,0.99911,0.995,0.95045,0.23977,0.16498,0.80459,0.00109,0.00109,0.00109
92,4377.73,0.25736,0.18767,0.83441,0.99953,0.99918,0.995,0.94979,0.23995,0.16516,0.80467,0.000991,0.000991,0.000991
93,4424.34,0.25421,0.18516,0.83211,0.99954,0.99926,0.995,0.9509,0.23736,0.16406,0.80417,0.000892,0.000892,0.000892
94,4471.13,0.25222,0.18482,0.83258,0.9996,0.99925,0.995,0.95055,0.23835,0.16412,0.80418,0.000793,0.000793,0.000793
95,4517.65,0.25071,0.183,0.83294,0.99964,0.99925,0.995,0.95043,0.23949,0.16382,0.80439,0.000694,0.000694,0.000694
96,4564.31,0.24733,0.18047,0.8303,0.99961,0.99924,0.995,0.95031,0.2388,0.16352,0.80419,0.000595,0.000595,0.000595
97,4611.01,0.24777,0.18001,0.82969,0.99962,0.99923,0.995,0.95065,0.23869,0.16323,0.8042,0.000496,0.000496,0.000496
98,4657.34,0.24584,0.17839,0.83118,0.99961,0.99922,0.995,0.95056,0.23898,0.16307,0.80411,0.000397,0.000397,0.000397
99,4703.5,0.2437,0.17758,0.8295,0.9996,0.99922,0.995,0.95043,0.2386,0.16274,0.80391,0.000298,0.000298,0.000298
100,4750.14,0.24415,0.17712,0.82902,0.99953,0.99922,0.995,0.95086,0.23782,0.16239,0.80371,0.000199,0.000199,0.000199
