epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,892.385,0.36439,0.35326,0.93749,0.99874,0.99552,0.99488,0.91848,0.2727,0.25463,0.86425,0.008119,0.008119,0.008119
21,936.617,0.36039,0.34803,0.93711,0.99839,0.99772,0.99499,0.91118,0.28886,0.24405,0.86643,0.00802,0.00802,0.00802
22,980.668,0.35535,0.34097,0.93327,0.99824,0.99689,0.99497,0.92386,0.26546,0.243,0.85938,0.007921,0.007921,0.007921
23,1024.8,0.34975,0.33471,0.9294,0.99844,0.99757,0.995,0.92942,0.25526,0.23804,0.85388,0.007822,0.007822,0.007822
24,1068.91,0.35103,0.33753,0.93144,0.99856,0.99736,0.99496,0.92713,0.25513,0.23511,0.85459,0.007723,0.007723,0.007723
25,1112.87,0.34441,0.3307,0.92934,0.9985,0.99678,0.9949,0.92913,0.25374,0.22369,0.85456,0.007624,0.007624,0.007624
26,1156.9,0.34412,0.33051,0.92869,0.99799,0.99733,0.99498,0.92922,0.25352,0.22896,0.85446,0.007525,0.007525,0.007525
27,1200.87,0.34007,0.32506,0.92529,0.99866,0.99663,0.99499,0.91844,0.27481,0.23258,0.86129,0.007426,0.007426,0.007426
28,1244.87,0.3401,0.32334,0.92723,0.999,0.99857,0.995,0.93187,0.2537,0.22148,0.85347,0.007327,0.007327,0.007327
29,1289.03,0.33588,0.31991,0.92595,0.99882,0.99789,0.995,0.92206,0.26753,0.23096,0.8572,0.007228,0.007228,0.007228
30,1333.11,0.33409,0.31864,0.92534,0.9984,0.99708,0.99499,0.92759,0.2489,0.22478,0.8523,0.007129,0.007129,0.007129
31,1377.12,0.32858,0.31335,0.92146,0.99917,0.99835,0.995,0.92919,0.25152,0.22057,0.85252,0.00703,0.00703,0.00703
32,1421.25,0.33263,0.31229,0.92374,0.99698,0.99861,0.99499,0.92041,0.26377,0.22317,0.8545,0.006931,0.006931,0.006931
33,1465.56,0.32969,0.31591,0.92085,0.99851,0.99803,0.99499,0.92584,0.24877,0.21823,0.85099,0.006832,0.006832,0.006832
34,1509.6,0.32303,0.30712,0.92003,0.99875,0.99826,0.995,0.93325,0.24144,0.21621,0.84967,0.006733,0.006733,0.006733
35,1553.66,0.32316,0.30658,0.91764,0.99906,0.99865,0.995,0.93915,0.23231,0.20381,0.84503,0.006634,0.006634,0.006634
36,1597.89,0.32153,0.30404,0.91741,0.99926,0.99841,0.995,0.93461,0.2421,0.21616,0.84839,0.006535,0.006535,0.006535
37,1642.21,0.31953,0.30163,0.91723,0.9989,0.99851,0.995,0.93841,0.23834,0.21163,0.84752,0.006436,0.006436,0.006436
38,1686.48,0.31536,0.29622,0.91387,0.99891,0.99859,0.995,0.93451,0.24187,0.20797,0.84677,0.006337,0.006337,0.006337
39,1730.64,0.3248,0.30413,0.91643,0.9991,0.99854,0.995,0.93791,0.23316,0.20672,0.84501,0.006238,0.006238,0.006238
40,1774.76,0.3119,0.29514,0.91202,0.99891,0.99889,0.995,0.93827,0.23055,0.20099,0.84345,0.006139,0.006139,0.006139
41,1818.79,0.31217,0.29271,0.91432,0.99884,0.99872,0.995,0.93684,0.23382,0.204,0.8456,0.00604,0.00604,0.00604
42,1862.79,0.31074,0.29431,0.91195,0.99925,0.99756,0.99499,0.94087,0.22502,0.19688,0.84154,0.005941,0.005941,0.005941
43,1906.87,0.30847,0.2915,0.91012,0.99916,0.99873,0.995,0.9415,0.22389,0.19533,0.84068,0.005842,0.005842,0.005842
44,1950.97,0.3123,0.28916,0.9111,0.99896,0.99868,0.995,0.94135,0.224,0.19536,0.84127,0.005743,0.005743,0.005743
45,1994.98,0.30807,0.28901,0.91061,0.99886,0.99873,0.995,0.93883,0.22818,0.19505,0.84261,0.005644,0.005644,0.005644
46,2039.1,0.30261,0.28307,0.90846,0.99914,0.99842,0.995,0.94277,0.22152,0.19163,0.84052,0.005545,0.005545,0.005545
47,2083.23,0.30097,0.28136,0.90696,0.99881,0.9991,0.995,0.94102,0.22677,0.19376,0.84201,0.005446,0.005446,0.005446
48,2127.26,0.30047,0.2804,0.90707,0.99913,0.99899,0.995,0.93794,0.22895,0.19371,0.8413,0.005347,0.005347,0.005347
49,2171.09,0.29825,0.27796,0.90639,0.99927,0.99911,0.995,0.94068,0.22563,0.19043,0.84168,0.005248,0.005248,0.005248
50,2214.99,0.29488,0.27642,0.9059,0.99934,0.99887,0.995,0.94661,0.2146,0.18362,0.83746,0.005149,0.005149,0.005149
51,2258.88,0.29623,0.27544,0.9067,0.99925,0.99894,0.995,0.94229,0.22486,0.18974,0.84104,0.00505,0.00505,0.00505
52,2302.77,0.29353,0.27432,0.9054,0.99934,0.99905,0.995,0.94419,0.22025,0.18613,0.83923,0.004951,0.004951,0.004951
53,2346.7,0.29317,0.27483,0.90494,0.9992,0.99899,0.995,0.93975,0.22274,0.18798,0.83938,0.004852,0.004852,0.004852
54,2390.65,0.29253,0.27148,0.90394,0.99908,0.99871,0.995,0.936,0.23657,0.19453,0.84439,0.004753,0.004753,0.004753
55,2434.41,0.29025,0.2714,0.90382,0.99942,0.99916,0.995,0.93874,0.22864,0.18994,0.84136,0.004654,0.004654,0.004654
56,2478.2,0.28958,0.27012,0.90389,0.99909,0.99953,0.995,0.94114,0.22271,0.18559,0.84019,0.004555,0.004555,0.004555
57,2522.1,0.28801,0.26804,0.90196,0.99965,0.99918,0.995,0.94746,0.21177,0.18374,0.83637,0.004456,0.004456,0.004456
58,2565.96,0.28537,0.26748,0.90111,0.9995,0.99927,0.995,0.93817,0.22819,0.18948,0.84053,0.004357,0.004357,0.004357
59,2609.75,0.28355,0.26362,0.90053,0.99932,0.99903,0.995,0.94317,0.21843,0.18113,0.83812,0.004258,0.004258,0.004258
60,2653.68,0.28321,0.26287,0.90038,0.9993,0.99904,0.995,0.94827,0.2103,0.17977,0.83562,0.004159,0.004159,0.004159
61,2697.82,0.28238,0.2628,0.89904,0.99954,0.9991,0.995,0.94405,0.21562,0.18176,0.83652,0.00406,0.00406,0.00406
62,2741.77,0.28049,0.2608,0.90005,0.99952,0.99904,0.995,0.94654,0.21236,0.18037,0.83635,0.003961,0.003961,0.003961
63,2785.69,0.27888,0.25819,0.89712,0.99936,0.99941,0.995,0.94568,0.21304,0.17728,0.83602,0.003862,0.003862,0.003862
64,2829.7,0.27776,0.25649,0.89899,0.99947,0.99908,0.995,0.9461,0.20984,0.17506,0.83435,0.003763,0.003763,0.003763
65,2873.66,0.27372,0.2536,0.89529,0.99951,0.99927,0.995,0.9446,0.21259,0.17682,0.83502,0.003664,0.003664,0.003664
66,2917.66,0.27486,0.25366,0.89578,0.99942,0.99911,0.995,0.94524,0.21198,0.17504,0.8354,0.003565,0.003565,0.003565
67,2961.58,0.27527,0.25272,0.89679,0.9997,0.9993,0.995,0.94733,0.20782,0.1739,0.8341,0.003466,0.003466,0.003466
68,3005.48,0.2744,0.25346,0.89664,0.99952,0.99933,0.995,0.94706,0.20883,0.17436,0.83425,0.003367,0.003367,0.003367
69,3049.42,0.27163,0.24908,0.89424,0.99967,0.99914,0.995,0.9432,0.21637,0.1773,0.83602,0.003268,0.003268,0.003268
70,3093.4,0.27008,0.24961,0.89385,0.99956,0.99949,0.995,0.94224,0.21632,0.17651,0.83566,0.003169,0.003169,0.003169
71,3137.43,0.2713,0.2505,0.89678,0.99954,0.99923,0.995,0.9476,0.20642,0.17216,0.83363,0.00307,0.00307,0.00307
72,3181.35,0.26919,0.24972,0.89481,0.99953,0.99947,0.995,0.94558,0.21093,0.1732,0.83467,0.002971,0.002971,0.002971
73,3225.13,0.26847,0.24812,0.89483,0.99959,0.99934,0.995,0.94346,0.21358,0.17326,0.83577,0.002872,0.002872,0.002872
74,3268.97,0.2666,0.24524,0.89413,0.99966,0.99935,0.995,0.94718,0.20787,0.17141,0.83395,0.002773,0.002773,0.002773
75,3312.77,0.26414,0.24422,0.89377,0.99949,0.99924,0.995,0.94674,0.20828,0.17247,0.83379,0.002674,0.002674,0.002674
76,3356.58,0.26245,0.24203,0.89026,0.99934,0.99944,0.995,0.9462,0.20863,0.17162,0.83371,0.002575,0.002575,0.002575
77,3400.37,0.26316,0.24171,0.88953,0.99945,0.99914,0.995,0.94688,0.2079,0.17039,0.83335,0.002476,0.002476,0.002476
78,3444.23,0.26301,0.24118,0.88995,0.99945,0.99904,0.995,0.94603,0.20892,0.17042,0.83362,0.002377,0.002377,0.002377
79,3488.04,0.2597,0.2387,0.88898,0.99944,0.99915,0.995,0.94699,0.20604,0.16984,0.83288,0.002278,0.002278,0.002278
80,3531.63,0.25647,0.23615,0.88868,0.99948,0.9993,0.995,0.94791,0.20429,0.16852,0.83224,0.002179,0.002179,0.002179
81,3575.66,0.25783,0.23647,0.88907,0.99952,0.99938,0.995,0.94908,0.20191,0.16715,0.83179,0.00208,0.00208,0.00208
82,3619.72,0.25751,0.2361,0.88933,0.9995,0.99918,0.995,0.94848,0.20404,0.16838,0.83219,0.001981,0.001981,0.001981
83,3663.7,0.25428,0.23312,0.88774,0.9995,0.99914,0.995,0.94768,0.20427,0.1674,0.8321,0.001882,0.001882,0.001882
84,3707.45,0.25236,0.23086,0.88732,0.99951,0.99914,0.995,0.94701,0.20592,0.16764,0.8323,0.001783,0.001783,0.001783
85,3751.13,0.25103,0.22911,0.88599,0.99946,0.99945,0.995,0.94535,0.20758,0.1681,0.83249,0.001684,0.001684,0.001684
86,3794.97,0.25131,0.22966,0.88696,0.99959,0.99949,0.995,0.94661,0.20584,0.1668,0.8321,0.001585,0.001585,0.001585
87,3838.69,0.24917,0.22726,0.88618,0.99955,0.9995,0.995,0.94642,0.20622,0.1668,0.83213,0.001486,0.001486,0.001486
88,3882.35,0.24957,0.22726,0.8857,0.99956,0.99955,0.995,0.94637,0.20614,0.16709,0.83208,0.001387,0.001387,0.001387
89,3926.2,0.24841,0.22613,0.88459,0.99956,0.99951,0.995,0.94788,0.20443,0.16639,0.83178,0.001288,0.001288,0.001288
90,3970.08,0.24785,0.22568,0.88441,0.99959,0.9995,0.995,0.94656,0.20652,0.167,0.83248,0.001189,0.001189,0.001189
91,4013.8,0.22212,0.19182,0.86328,0.99959,0.99949,0.995,0.94836,0.20392,0.16528,0.83175,0.00109,0.00109,0.00109
92,4056.81,0.2177,0.18822,0.86236,0.99952,0.99947,0.995,0.94845,0.20398,0.16539,0.83173,0.000991,0.000991,0.000991
93,4099.69,0.21474,0.18619,0.85994,0.99951,0.99947,0.995,0.94686,0.20629,0.16574,0.83234,0.000892,0.000892,0.000892
94,4142.63,0.21362,0.18561,0.86208,0.99952,0.99948,0.995,0.94705,0.20574,0.16578,0.83212,0.000793,0.000793,0.000793
95,4185.45,0.21238,0.18444,0.86089,0.9995,0.99948,0.995,0.94719,0.20516,0.16535,0.83182,0.000694,0.000694,0.000694
96,4228.4,0.20914,0.18172,0.85827,0.99951,0.99949,0.995,0.94781,0.20411,0.16503,0.83149,0.000595,0.000595,0.000595
97,4271.31,0.20934,0.18049,0.85688,0.99951,0.99952,0.995,0.94794,0.20387,0.16442,0.83136,0.000496,0.000496,0.000496
98,4314.21,0.20707,0.17895,0.85881,0.9995,0.99952,0.995,0.94785,0.20322,0.16417,0.83119,0.000397,0.000397,0.000397
99,4357.06,0.20609,0.17841,0.85751,0.99951,0.99952,0.995,0.94854,0.20247,0.16398,0.83088,0.000298,0.000298,0.000298
100,4399.99,0.206,0.1783,0.85692,0.99952,0.99953,0.995,0.94836,0.20271,0.16361,0.83076,0.000199,0.000199,0.000199
