epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,87.0289,0.59375,1.0026,1.08745,0.90794,0.882,0.94369,0.73462,0.53119,0.70831,1.05272,0.0700685,0.00332572,0.00332572
2,170.344,0.54139,0.65953,1.05589,0.95758,0.96268,0.98627,0.79603,0.48467,0.51986,1.00819,0.0400026,0.00659313,0.00659313
3,251.665,0.52207,0.59442,1.04308,0.97258,0.97805,0.99131,0.83885,0.4123,0.46018,0.96671,0.00987064,0.00979454,0.00979454
4,332.292,0.48591,0.54051,1.02012,0.8596,0.80776,0.85605,0.67051,0.52141,0.78454,1.07089,0.009703,0.009703,0.009703
5,412.818,0.44968,0.49109,0.99922,0.98817,0.98577,0.99349,0.8727,0.35066,0.3448,0.915,0.009604,0.009604,0.009604
6,493.417,0.44404,0.47017,0.99553,0.99289,0.99549,0.99388,0.89332,0.32418,0.32509,0.89389,0.009505,0.009505,0.009505
7,573.955,0.4127,0.43683,0.97906,0.97387,0.96609,0.98608,0.83051,0.4163,0.4075,1.00433,0.009406,0.009406,0.009406
8,654.848,0.41429,0.4347,0.97869,0.99275,0.9892,0.9947,0.90282,0.31134,0.29757,0.8897,0.009307,0.009307,0.009307
9,735.574,0.40012,0.4154,0.97331,0.99088,0.99298,0.99344,0.89545,0.32057,0.29468,0.89729,0.009208,0.009208,0.009208
10,815.84,0.38443,0.39471,0.96363,0.99736,0.99672,0.99497,0.91664,0.27959,0.25919,0.87354,0.009109,0.009109,0.009109
11,896.633,0.38268,0.39105,0.95968,0.99575,0.99642,0.99496,0.91704,0.27512,0.27095,0.87423,0.00901,0.00901,0.00901
12,977.523,0.38244,0.38431,0.96101,0.99775,0.99712,0.99498,0.92579,0.26775,0.24587,0.87202,0.008911,0.008911,0.008911
13,1058.11,0.37244,0.38042,0.95611,0.99327,0.9971,0.99498,0.91927,0.27945,0.26561,0.87188,0.008812,0.008812,0.008812
14,1139.09,0.36787,0.37078,0.95405,0.99794,0.99822,0.99496,0.92288,0.27608,0.24581,0.86814,0.008713,0.008713,0.008713
15,1220.08,0.35598,0.36364,0.94716,0.99613,0.99384,0.99497,0.91855,0.27678,0.24491,0.86853,0.008614,0.008614,0.008614
16,1300.64,0.34905,0.35236,0.94373,0.99855,0.99812,0.995,0.92603,0.26477,0.24768,0.86175,0.008515,0.008515,0.008515
17,1381.03,0.34174,0.34411,0.93925,0.99468,0.99674,0.99472,0.9119,0.30222,0.26193,0.88318,0.008416,0.008416,0.008416
18,1461.32,0.34058,0.34172,0.94001,0.99764,0.99866,0.99499,0.93514,0.243,0.22073,0.85537,0.008317,0.008317,0.008317
19,1541.62,0.33403,0.33335,0.93684,0.99897,0.99915,0.995,0.94132,0.23365,0.21058,0.85219,0.008218,0.008218,0.008218
20,1622.28,0.33136,0.33047,0.93583,0.99814,0.99691,0.99498,0.93214,0.24556,0.24982,0.85617,0.008119,0.008119,0.008119
21,1702.65,0.32495,0.3241,0.93309,0.99848,0.99875,0.995,0.93694,0.24519,0.20954,0.85717,0.00802,0.00802,0.00802
22,1782.99,0.32641,0.32736,0.93225,0.99901,0.9987,0.995,0.94085,0.23833,0.21441,0.85445,0.007921,0.007921,0.007921
23,1863.34,0.32276,0.31991,0.9322,0.99766,0.99881,0.99494,0.93552,0.24869,0.22323,0.85719,0.007822,0.007822,0.007822
24,1944.05,0.3217,0.31772,0.93088,0.99886,0.99819,0.99499,0.94652,0.2224,0.20244,0.84808,0.007723,0.007723,0.007723
25,2024.4,0.31948,0.31182,0.92949,0.99918,0.99917,0.99498,0.94299,0.22947,0.20241,0.84776,0.007624,0.007624,0.007624
26,2104.67,0.31578,0.31015,0.92602,0.99852,0.99796,0.99497,0.93028,0.2571,0.21386,0.86208,0.007525,0.007525,0.007525
27,2185.08,0.30953,0.30362,0.92469,0.99866,0.99841,0.995,0.94851,0.21791,0.19366,0.84357,0.007426,0.007426,0.007426
28,2265.49,0.31235,0.30917,0.92488,0.99799,0.99829,0.99499,0.94305,0.22732,0.20389,0.84585,0.007327,0.007327,0.007327
29,2346.01,0.30914,0.30361,0.92369,0.9982,0.99913,0.995,0.94944,0.21744,0.19383,0.84492,0.007228,0.007228,0.007228
30,2426.34,0.3073,0.30324,0.92332,0.99892,0.99858,0.995,0.94411,0.22157,0.18972,0.8453,0.007129,0.007129,0.007129
